originregion_id,originregion_name,destinationregion_id,destinationregion_name,regionflow_1990,regionflow_1995,regionflow_2000,regionflow_2005,xxx,origin_iso,origin_name,destination_iso,destination_name,countryflow_1990,countryflow_1995,countryflow_2000,countryflow_2005,origin_show,destination_show
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,ETH,Ethiopia,TZA,Tanzania,0,1555,0,13,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,ETH,Ethiopia,UGA,Uganda,0,66511,1798,1545,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,ETH,Ethiopia,ZAF,South Africa,0,3483,4432,3664,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,ETH,Ethiopia,ZMB,Zambia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,ETH,Ethiopia,ZWE,Zimbabwe,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,AGO,Angola,0,0,0,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,BDI,Burundi,0,0,0,5,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,BFA,Burkina Faso,508,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,CIV,Ivory Coast,3430,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,CMR,Cameroon,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,COD,DR Congo,8,0,0,81,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,DZA,Algeria,0,0,36,59,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,EGY,Egypt,0,0,28,64,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,ERI,Eritrea,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,ETH,Ethiopia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,GHA,Ghana,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,GIN,Guinea,148,12,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,KEN,Kenya,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,LBR,Liberia,0,6044,0,4546,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,LBY,Libya,0,0,33,63,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,MAR,Morocco,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,MLI,Mali,26,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,MOZ,Mozambique,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,MWI,Malawi,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,NGA,Nigeria,0,6126,16771,18008,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,RWA,Rwanda,0,645,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,SDN,Sudan,1,0,1,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,SEN,Senegal,0,0,10,24,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,SLE,Sierra Leone,8,472,575,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,SOM,Somalia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,SSD,South Sudan,0,3,3,17,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,TCD,Chad,0,0,4,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,TGO,Togo,0,34484,6279,8243,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,TZA,Tanzania,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,UGA,Uganda,0,1,0,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,ZAF,South Africa,25,0,1484,2490,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,ZMB,Zambia,0,0,8,11,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GHA,Ghana,ZWE,Zimbabwe,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,AGO,Angola,0,6,52,88,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,BDI,Burundi,0,0,0,2,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,BFA,Burkina Faso,0,7,0,6,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,CIV,Ivory Coast,0,11349,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,CMR,Cameroon,0,1,31,5,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,COD,DR Congo,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,DZA,Algeria,0,0,19,11,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,EGY,Egypt,0,0,17,49,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,ERI,Eritrea,0,0,1,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,ETH,Ethiopia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,GHA,Ghana,0,44,398,188,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,GIN,Guinea,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,KEN,Kenya,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,LBR,Liberia,0,239900,2653,164677,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,LBY,Libya,0,0,9,48,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,MAR,Morocco,0,0,1,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,MLI,Mali,0,0,2,10,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,MOZ,Mozambique,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,MWI,Malawi,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,NGA,Nigeria,0,1042,2079,1110,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,RWA,Rwanda,0,3,0,2,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,SDN,Sudan,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,SEN,Senegal,0,0,4331,4275,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,SLE,Sierra Leone,0,44568,378513,65021,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,SOM,Somalia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,SSD,South Sudan,0,0,0,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,TCD,Chad,0,0,4,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,TGO,Togo,0,936,41,54,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,TZA,Tanzania,0,0,0,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,UGA,Uganda,0,1,1,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,ZAF,South Africa,0,14,188,240,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,ZMB,Zambia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,GIN,Guinea,ZWE,Zimbabwe,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,AGO,Angola,4,0,0,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,BDI,Burundi,0,88,222,7834,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,BFA,Burkina Faso,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,CIV,Ivory Coast,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,CMR,Cameroon,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,COD,DR Congo,257,0,0,140,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,DZA,Algeria,0,0,1,7,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,EGY,Egypt,0,0,8,41,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,ERI,Eritrea,0,96,106,23,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,ETH,Ethiopia,272,0,0,11,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,GHA,Ghana,6,4,1,4,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,GIN,Guinea,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,KEN,Kenya,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,LBR,Liberia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,LBY,Libya,23,0,0,37,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,MAR,Morocco,0,0,0,2,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,MLI,Mali,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,MOZ,Mozambique,11,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,MWI,Malawi,0,3,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,NGA,Nigeria,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,RWA,Rwanda,0,10033,403,22411,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,SDN,Sudan,8571,0,6145,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,SEN,Senegal,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,SLE,Sierra Leone,28,47,24,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,SOM,Somalia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,SSD,South Sudan,0,0,60062,153018,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,TCD,Chad,0,0,6383,210,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,TGO,Togo,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,TZA,Tanzania,6548,3340,0,17559,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,UGA,Uganda,0,35753,12222,20049,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,ZAF,South Africa,6283,3053,3189,6302,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,ZMB,Zambia,164,0,0,12,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,KEN,Kenya,ZWE,Zimbabwe,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,AGO,Angola,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,BDI,Burundi,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,BFA,Burkina Faso,1051,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,CIV,Ivory Coast,23100,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,CMR,Cameroon,1,0,7,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,COD,DR Congo,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,DZA,Algeria,0,0,41,15,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,EGY,Egypt,0,0,17,11,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,ERI,Eritrea,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,ETH,Ethiopia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,GHA,Ghana,493,0,483,30,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,GIN,Guinea,273242,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,KEN,Kenya,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,LBR,Liberia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,LBY,Libya,0,0,4,8,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,MAR,Morocco,0,0,2,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,MLI,Mali,344,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,MOZ,Mozambique,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,MWI,Malawi,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,NGA,Nigeria,2219,0,2434,140,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,RWA,Rwanda,0,0,0,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,SDN,Sudan,2,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,SEN,Senegal,0,0,22,82,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,SLE,Sierra Leone,39,0,71019,7014,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,SOM,Somalia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,SSD,South Sudan,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,TCD,Chad,2,0,5,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,TGO,Togo,0,0,37,11,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,TZA,Tanzania,0,0,0,2,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,UGA,Uganda,0,0,5,2,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,ZAF,South Africa,159,0,406,129,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,ZMB,Zambia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBR,Liberia,ZWE,Zimbabwe,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,AGO,Angola,8,0,0,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,BDI,Burundi,0,2,2,85,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,BFA,Burkina Faso,424,34,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,CIV,Ivory Coast,4067,632,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,CMR,Cameroon,84,32,13,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,COD,DR Congo,920,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,DZA,Algeria,465,665,2940,6960,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,EGY,Egypt,0,0,1682,1902,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,ERI,Eritrea,0,6,157,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,ETH,Ethiopia,33,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,GHA,Ghana,18,13,1,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,GIN,Guinea,189,30,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,KEN,Kenya,193,448,1,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,LBR,Liberia,10,427,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,LBY,Libya,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,MAR,Morocco,0,273,322,167,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,MLI,Mali,79,4,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,MOZ,Mozambique,1,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,MWI,Malawi,0,14,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,NGA,Nigeria,136,106,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,RWA,Rwanda,0,132,1,21,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,SDN,Sudan,42614,29,171,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,SEN,Senegal,64,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,SLE,Sierra Leone,5,28,77,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,SOM,Somalia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,SSD,South Sudan,0,2606,497,1363,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,TCD,Chad,902,1029,963,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,TGO,Togo,21,113,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,TZA,Tanzania,10,5,0,21,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,UGA,Uganda,1,3188,6,26,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,ZAF,South Africa,1209,586,77,52,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,ZMB,Zambia,6,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,LBY,Libya,ZWE,Zimbabwe,11,1,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,AGO,Angola,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,BDI,Burundi,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,BFA,Burkina Faso,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,CIV,Ivory Coast,16,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,CMR,Cameroon,9,1,4,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,COD,DR Congo,35,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,DZA,Algeria,194,162,420,461,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,EGY,Egypt,4,0,162,368,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,ERI,Eritrea,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,ETH,Ethiopia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,GHA,Ghana,1,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,GIN,Guinea,9,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,KEN,Kenya,10,7,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,LBR,Liberia,0,1,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,LBY,Libya,1213,865,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,MAR,Morocco,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,MLI,Mali,31,2,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,MOZ,Mozambique,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,MWI,Malawi,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,NGA,Nigeria,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,RWA,Rwanda,0,1,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,SDN,Sudan,1614,0,293,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,SEN,Senegal,1607,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,SLE,Sierra Leone,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,SOM,Somalia,0,1,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,SSD,South Sudan,0,1475,790,2210,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,TCD,Chad,13,0,604,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,TGO,Togo,2,6,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,TZA,Tanzania,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,UGA,Uganda,0,383,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,ZAF,South Africa,436,74,262,302,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,ZMB,Zambia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MAR,Morocco,ZWE,Zimbabwe,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,AGO,Angola,20,0,42,26,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,BDI,Burundi,0,0,0,2,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,BFA,Burkina Faso,7319,2963,33,3269,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,CIV,Ivory Coast,132891,71182,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,CMR,Cameroon,0,1,73,6,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,COD,DR Congo,7,0,0,5,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,DZA,Algeria,0,0,7,3,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,EGY,Egypt,0,0,37,55,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,ERI,Eritrea,0,0,2,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,ETH,Ethiopia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,GHA,Ghana,547,1654,1129,1793,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,GIN,Guinea,32825,1487,1283,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,KEN,Kenya,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,LBR,Liberia,0,3615,283,1542,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,LBY,Libya,0,0,79,83,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,MAR,Morocco,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,MLI,Mali,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,MOZ,Mozambique,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,MWI,Malawi,0,0,2,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,NGA,Nigeria,733,27171,19857,23186,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,RWA,Rwanda,0,1,0,1,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,SDN,Sudan,473,0,111,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,SEN,Senegal,0,0,7027,5218,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,SLE,Sierra Leone,104,760,2161,154,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,SOM,Somalia,0,0,0,0,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,SSD,South Sudan,0,0,73,223,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,TCD,Chad,0,0,79,48,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,TGO,Togo,0,2040,493,606,1,1
2,Africa,2,Africa,8016143,5920174,3903229,3832478,,MLI,Mali,TZA,Tanzania,0,0,5,250,1,1
